순번,단지명,주소,공급유형,공급면적,세대수,건축사용승인일자,제품대체일자,매입년도
1356,매입다가구(서울구로구),서울특별시 구로구 가마산로20나길 8-1(구로동),기존주택매입임대,318.16,7,2005-11-23,2005-12-20,2005
1357,매입다가구(서울구로구),서울특별시 구로구 개봉로11길 46-35(개봉동),기존주택매입임대,568.8,10,1997-01-29,2006-09-25,2005
1358,매입다가구(서울구로구),서울특별시 구로구 개봉로11나길 4-22(개봉동),기존주택매입임대,283.37,5,1998-01-21,2007-08-29,2007
1359,매입다가구(서울구로구),서울특별시 구로구 개봉로12길 25-1(개봉동),기존주택매입임대,251.11,5,2002-09-06,2008-11-14,2008
1360,매입다가구(서울구로구),서울특별시 구로구 개봉로15길 74-2(개봉동 이레팰리스),기존주택매입임대,508.2,10,2013-09-13,2014-01-13,2013
1361,매입다가구(서울구로구),서울특별시 구로구 개봉로15길 78(개봉동),기존주택매입임대,224.16,5,1990-11-23,2008-11-14,2008
1362,매입다가구(서울구로구),서울특별시 구로구 개봉로15길 84-26(개봉동),기존주택매입임대,235.62,7,2007-01-12,2009-01-05,2008
1363,매입다가구(서울구로구),서울특별시 구로구 개봉로17나길 100-19(개봉동 그린홈),기존주택매입임대,161.65,6,2012-05-23,2014-01-09,2013
1364,매입다가구(서울구로구),서울특별시 구로구 개봉로17나길 52(개봉동),기존주택매입임대,188.38,5,1991-10-29,2010-11-07,2010
1365,매입다가구(서울구로구),서울특별시 구로구 개봉로17나길 80(개봉동),기존주택매입임대,553.39,10,2017-02-23,2017-06-12,2017
1366,매입다가구(서울구로구),서울특별시 구로구 개봉로17라길 31(개봉동),기존주택매입임대,230.13,5,1992-08-24,2011-01-16,2010
1367,매입다가구(서울구로구),서울특별시 구로구 개봉로17바길 30(개봉동),기존주택매입임대,199.35,5,1991-07-26,2007-12-01,2007
1368,매입다가구(서울구로구),서울특별시 구로구 개봉로17아길 30(개봉동),기존주택매입임대,528.03,10,2016-04-26,2016-06-30,2016
1369,매입다가구(서울구로구),서울특별시 구로구 개봉로17아길 41-27(개봉동),기존주택매입임대,445.47,9,2018-07-31,2018-10-29,2018
1370,매입다가구(서울구로구),서울특별시 구로구 개봉로17아길 41-27(개봉동),기존주택매입임대,530.25,10,2018-07-31,2018-10-29,2018
1371,매입다가구(서울구로구),서울특별시 구로구 개봉로17아길 41-27(개봉동),기존주택매입임대,545.13,10,2018-07-31,2018-10-29,2018
1372,매입다가구(서울구로구),서울특별시 구로구 개봉로17아길 41-27(개봉동),기존주택매입임대,378.62,10,2018-07-31,2018-10-29,2018
1373,매입다가구(서울구로구),서울특별시 구로구 개봉로1길 106(개봉동),기존주택매입임대,1162.85,30,2017-09-29,2018-01-19,2017
1374,매입다가구(서울구로구),서울특별시 구로구 개봉로1다길 13-8(개봉동 개명빌라),기존주택매입임대,249.75,6,2002-05-01,2009-01-12,2008
1375,매입다가구(서울구로구),서울특별시 구로구 개봉로1다길 16-10(개봉동 연지),기존주택매입임대,369.99,7,2014-07-09,2014-11-04,2014
1376,매입다가구(서울구로구),서울특별시 구로구 개봉로1다길 16-8(개봉동 연지),기존주택매입임대,438.3,7,2014-07-09,2014-11-04,2014
1377,매입다가구(서울구로구),서울특별시 구로구 개봉로23가길 109(개봉동 미건스위트빌),기존주택매입임대,56.79,1,2001-12-26,2007-06-30,2006
1378,매입다가구(서울구로구),서울특별시 구로구 개봉로3가길 32(개봉동),기존주택매입임대,245.79,5,1990-08-06,2009-06-03,2009
1379,매입다가구(서울구로구),서울특별시 구로구 개봉로3가길 88-18(개봉동),기존주택매입임대,326.4,8,2016-12-08,2017-05-23,2017
1380,매입다가구(서울구로구),서울특별시 구로구 개봉로3가길 88-20(개봉동),기존주택매입임대,287.3,6,2016-12-07,2017-05-23,2017
1381,매입다가구(서울구로구),서울특별시 구로구 개봉로5길 52(개봉동 하나주택),기존주택매입임대,239.79,17,2013-04-12,2013-11-23,2013
1382,매입다가구(서울구로구),서울특별시 구로구 개봉로5길 9(개봉동 명문이지빌),기존주택매입임대,518.85,11,2012-02-03,2012-09-27,2012
1383,매입다가구(서울구로구),서울특별시 구로구 경인로15길 65(오류동 해피타운),기존주택매입임대,466.32,8,2011-10-07,2012-02-20,2011
1384,매입다가구(서울구로구),서울특별시 구로구 경인로15길 65(오류동 해피타운),기존주택매입임대,472.84,8,2011-10-07,2012-02-20,2011
1385,매입다가구(서울구로구),서울특별시 구로구 경인로15길 65-16(오류동),기존주택매입임대,438.18,17,1999-05-13,2008-11-18,2008
1386,매입다가구(서울구로구),서울특별시 구로구 경인로27길 30-5(오류동),기존주택매입임대,292.32,8,1994-07-07,2006-12-31,2005
1387,매입다가구(서울구로구),서울특별시 구로구 경인로31길 28(개봉동),기존주택매입임대,548.36,12,2018-09-17,2018-11-29,2018
1388,매입다가구(서울구로구),서울특별시 구로구 경인로31길 28(개봉동),기존주택매입임대,422.06,10,2018-09-17,2018-11-29,2018
1389,매입다가구(서울구로구),서울특별시 구로구 경인로33바길 24(개봉동),기존주택매입임대,472.84,16,2017-12-06,2018-01-26,2017
1390,매입다가구(서울구로구),서울특별시 구로구 경인로33바길 24(개봉동),기존주택매입임대,629.68,21,2017-12-06,2018-01-26,2017
1391,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-6(개봉동),기존주택매입임대,592.6,10,2017-06-07,2017-07-28,2017
1392,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-6(개봉동),기존주택매입임대,479.84,8,2017-06-07,2017-07-28,2017
1393,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-8(개봉동),기존주택매입임대,603.655,18,2017-07-17,2017-09-28,2017
1394,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-8(개봉동),기존주택매입임대,589.405,20,2017-07-17,2017-09-28,2017
1395,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-8(개봉동),기존주택매입임대,753.08,24,2017-07-17,2017-09-28,2017
1396,매입다가구(서울구로구),서울특별시 구로구 경인로47나길 5-23(고척동 성우빌라),기존주택매입임대,337.17,7,2004-07-09,2010-11-21,2010
1397,매입다가구(서울구로구),서울특별시 구로구 고척로 222(고척동),기존주택매입임대,583.84,12,2017-06-21,2017-09-15,2017
1398,매입다가구(서울구로구),서울특별시 구로구 고척로 222(고척동),기존주택매입임대,586.84,12,2017-06-21,2017-09-15,2017
1399,매입다가구(서울구로구),서울특별시 구로구 고척로 222(고척동),기존주택매입임대,423.04,8,2017-06-21,2017-09-15,2017
1400,매입다가구(서울구로구),서울특별시 구로구 고척로 222(고척동),기존주택매입임대,587.16,12,2017-06-21,2017-09-15,2017
1401,매입다가구(서울구로구),서울특별시 구로구 고척로12길 15-20(오류동),기존주택매입임대,420.59,12,2016-10-31,2017-02-03,2016
1402,매입다가구(서울구로구),서울특별시 구로구 고척로16길 41(오류동),기존주택매입임대,149.36,3,1993-09-24,2009-06-03,2009
1403,매입다가구(서울구로구),서울특별시 구로구 고척로19길 48(개봉동 가원이레빌),기존주택매입임대,482.98,13,2019-11-15,,2020
1404,매입다가구(서울구로구),서울특별시 구로구 고척로21가길 20(개봉동),기존주택매입임대,319.75,6,2015-11-20,2016-04-07,2016
1405,매입다가구(서울구로구),서울특별시 구로구 고척로21가길 28(개봉동),기존주택매입임대,727.08,21,2018-11-29,2019-01-31,2018
1406,매입다가구(서울구로구),서울특별시 구로구 고척로21가길 61-1(개봉동),기존주택매입임대,586.21,12,2017-01-24,2017-05-23,2017
1407,매입다가구(서울구로구),서울특별시 구로구 고척로21가길 72(개봉동),기존주택매입임대,459.09,10,2016-08-01,2018-06-22,2018
1408,매입다가구(서울구로구),서울특별시 구로구 고척로21나길 69(개봉동 동관RICHVILL),기존주택매입임대,387.16,8,2014-04-22,2014-10-22,2014
1409,매입다가구(서울구로구),서울특별시 구로구 고척로21나길 88-75(개봉동),기존주택매입임대,312.12,7,1995-01-17,2007-06-30,2006
1410,매입다가구(서울구로구),서울특별시 구로구 고척로21다길 28-3(개봉동),기존주택매입임대,378.48,10,2017-05-16,2017-09-08,2017
1411,매입다가구(서울구로구),서울특별시 구로구 고척로21다길 34-11(개봉동 이레팰리스4차),기존주택매입임대,397.06,8,2014-06-11,2014-10-27,2014
1412,매입다가구(서울구로구),서울특별시 구로구 고척로21다길 34-7(개봉동 리움하우스),기존주택매입임대,378.54,7,2012-03-19,2012-09-27,2012
1413,매입다가구(서울구로구),서울특별시 구로구 고척로27길 58-6(개봉동),기존주택매입임대,546.7,10,2015-10-06,2015-12-18,2015
1414,매입다가구(서울구로구),서울특별시 구로구 고척로27길 81-14(개봉동),기존주택매입임대,580.08,12,2019-04-01,2019-06-29,2019
1415,매입다가구(서울구로구),서울특별시 구로구 고척로27나길 28-6(고척동),기존주택매입임대,445.53,13,2019-11-26,,2019
1416,매입다가구(서울구로구),서울특별시 구로구 고척로27다길 11(개봉동),기존주택매입임대,568.72,10,2018-05-28,2018-06-29,2018
1417,매입다가구(서울구로구),서울특별시 구로구 고척로27다길 11(개봉동),기존주택매입임대,526.02,10,2018-05-29,2018-06-29,2018
1418,매입다가구(서울구로구),서울특별시 구로구 고척로27다길 11(개봉동),기존주택매입임대,484.14,9,2018-05-28,2018-06-29,2018
1419,매입다가구(서울구로구),서울특별시 구로구 고척로27다길 11(개봉동),기존주택매입임대,592.4,10,2018-05-29,2018-06-29,2018
1420,매입다가구(서울구로구),서울특별시 구로구 고척로27다길 11(개봉동),기존주택매입임대,551.63,10,2018-05-28,2018-06-29,2018
1421,매입다가구(서울구로구),서울특별시 구로구 고척로27다길 22(고척동),기존주택매입임대,594.2,10,2017-02-02,2017-05-23,2017
1422,매입다가구(서울구로구),서울특별시 구로구 고척로27다길 47-6(고척동),기존주택매입임대,375.6,8,1994-12-05,2007-12-01,2007
1423,매입다가구(서울구로구),서울특별시 구로구 고척로27라길 3(개봉동),기존주택매입임대,352.63,7,2019-10-31,,2019
1424,매입다가구(서울구로구),서울특별시 구로구 고척로27라길 7(개봉동),기존주택매입임대,373.58,7,2019-11-01,,2019
1425,매입다가구(서울구로구),서울특별시 구로구 고척로27마길 35(고척동),기존주택매입임대,89.52,6,2018-03-05,2018-03-14,2016
1426,매입다가구(서울구로구),서울특별시 구로구 고척로27바길 24(고척동 신흥하이츠),기존주택매입임대,290.56,8,1990-12-04,2011-04-14,2010
1427,매입다가구(서울구로구),서울특별시 구로구 고척로31길 69(개봉동),기존주택매입임대,806.36,14,2018-08-29,2018-10-31,2018
1428,매입다가구(서울구로구),서울특별시 구로구 고척로32길 44(개봉동),기존주택매입임대,565.02,15,2016-07-19,2016-10-11,2016
1429,매입다가구(서울구로구),서울특별시 구로구 고척로32길 44(개봉동),기존주택매입임대,564.58,14,2016-07-19,2016-10-11,2016
1430,매입다가구(서울구로구),서울특별시 구로구 고척로39길 48-6(고척동),기존주택매입임대,149.58,4,1993-07-29,2007-06-30,2006
1431,매입다가구(서울구로구),서울특별시 구로구 고척로41가길 16(고척동 오성),기존주택매입임대,579.32,11,2014-10-13,2015-07-07,2015
1432,매입다가구(서울구로구),서울특별시 구로구 고척로41가길 22(고척동 연지),기존주택매입임대,575.37,11,2014-10-13,2015-07-07,2015
1433,매입다가구(서울구로구),서울특별시 구로구 고척로41길 18(고척동),기존주택매입임대,453.06,8,1997-03-25,2007-06-01,2006
1434,매입다가구(서울구로구),서울특별시 구로구 고척로52마길 21-1(개봉동),기존주택매입임대,276.84,5,1995-09-13,2006-12-31,2005
1435,매입다가구(서울구로구),서울특별시 구로구 고척로6길 11(오류동),기존주택매입임대,433.17,10,2019-11-20,,2019
1436,매입다가구(서울구로구),서울특별시 구로구 구로동로20길 37-4(구로동),기존주택매입임대,235.2,5,1996-01-10,2007-06-30,2006
1437,매입다가구(서울구로구),서울특별시 구로구 구로동로43길 10(구로동 우리유앤미아파트),기존주택매입임대,84.42,1,2004-11-12,,2019
1438,매입다가구(서울구로구),서울특별시 구로구 구로동로43길 10(구로동 우리유앤미아파트),기존주택매입임대,138.22,2,2004-12-09,,2019
1439,매입다가구(서울구로구),서울특별시 구로구 구로동로43길 10(구로동 우리유앤미아파트),기존주택매입임대,84.71,1,2004-11-12,,2019
1440,매입다가구(서울구로구),서울특별시 구로구 구로동로5길 13-13(가리봉동),기존주택매입임대,606.41,18,2019-12-28,,2020
1441,매입다가구(서울구로구),서울특별시 구로구 구로동로7길 25(가리봉동),기존주택매입임대,778.2,14,2019-10-23,,2019
1442,매입다가구(서울구로구),서울특별시 구로구 구로동로7길 25(가리봉동 아덴하임),기존주택매입임대,417.66,8,2019-10-23,,2019
1443,매입다가구(서울구로구),서울특별시 구로구 부일로15가길 18-17(궁동),기존주택매입임대,184.2,5,1992-03-30,2007-06-30,2006
1444,매입다가구(서울구로구),서울특별시 구로구 부일로17길 32(궁동 연지),기존주택매입임대,588.27,10,2014-10-02,2015-01-15,2014
1445,매입다가구(서울구로구),서울특별시 구로구 부일로17길 76(궁동),기존주택매입임대,678.58,11,2020-02-17,,2020
1446,매입다가구(서울구로구),서울특별시 구로구 부일로17길 76(궁동),기존주택매입임대,587.3,10,2020-02-17,,2020
1447,매입다가구(서울구로구),서울특별시 구로구 부일로17길 76(궁동),기존주택매입임대,580.9,10,2020-02-17,,2020
1448,매입다가구(서울구로구),서울특별시 구로구 부일로17길 76(궁동),기존주택매입임대,580.9,10,2020-02-17,,2020
1449,매입다가구(서울구로구),서울특별시 구로구 부일로17길 76(궁동),기존주택매입임대,734.77,11,2020-02-17,,2020
1450,매입다가구(서울구로구),서울특별시 구로구 서해안로 2325(오류동 성지),기존주택매입임대,2708.2,48,2015-04-13,2015-07-06,2015
1451,매입다가구(서울구로구),서울특별시 구로구 연동로13길 42(항동 수목원쉐르빌D),기존주택매입임대,474.46,8,2009-03-31,2009-09-01,2009
1452,매입다가구(서울구로구),서울특별시 구로구 연동로13길 46(항동 수목원쉐르빌C),기존주택매입임대,475.84,8,2009-03-31,2009-09-01,2009
1453,매입다가구(서울구로구),서울특별시 구로구 연동로13길 50(항동 수목원쉐르빌B),기존주택매입임대,475.96,8,2009-03-05,2009-07-01,2009
1454,매입다가구(서울구로구),서울특별시 구로구 연동로13길 54(항동 수목원쉐르빌A),기존주택매입임대,475.17,8,2009-03-05,2009-07-01,2009
1455,매입다가구(서울구로구),서울특별시 구로구 오리로13길 56(오류동),기존주택매입임대,1444.27,26,2019-05-07,2020-01-31,2019
1456,매입다가구(서울구로구),서울특별시 구로구 오리로20길 18(궁동 삼경빌),기존주택매입임대,414.88,8,2012-09-07,2012-12-31,2012
1457,매입다가구(서울구로구),서울특별시 구로구 오리로22나길 14(궁동 행운빌라),기존주택매입임대,550.14,8,2002-12-06,2011-07-20,2011
1458,매입다가구(서울구로구),서울특별시 구로구 오리로22나길 16-24(궁동 유앤미빌리지),기존주택매입임대,707.95,12,2011-03-17,2012-03-31,2011
1459,매입다가구(서울구로구),서울특별시 구로구 중앙로6길 26(고척동 조양휴캐슬),기존주택매입임대,2634.74,52,2012-07-26,2014-01-23,2013
1460,매입다가구(서울금천구),서울특별시 금천구 가산로 13-5(독산동),기존주택매입임대,178.83,5,1992-12-31,2007-06-30,2006
1461,매입다가구(서울금천구),서울특별시 금천구 금하로1라길 37(독산동),기존주택매입임대,280.05,6,1991-08-16,2011-12-15,2011
1462,매입다가구(서울금천구),서울특별시 금천구 금하로24길 31-2(시흥동),기존주택매입임대,161.91,5,1990-09-28,2007-06-30,2006
1463,매입다가구(서울금천구),서울특별시 금천구 금하로24다길 24(시흥동),기존주택매입임대,152.36,4,2007-11-08,2012-02-14,2011
1464,매입다가구(서울금천구),서울특별시 금천구 남부순환로 1266(가산동),기존주택매입임대,657.35,50,2013-09-26,2014-01-27,2013
1465,매입다가구(서울금천구),서울특별시 금천구 독산로 116-2(시흥동),기존주택매입임대,506.25,13,2019-05-10,2019-07-25,2019
1466,매입다가구(서울금천구),서울특별시 금천구 독산로 233(독산동),기존주택매입임대,1162.42,27,2019-04-11,2019-11-15,2019
1467,매입다가구(서울금천구),서울특별시 금천구 독산로102길 89(독산동 우성아트빌),기존주택매입임대,378.65,7,2003-04-23,2010-01-14,2009
1468,매입다가구(서울금천구),서울특별시 금천구 독산로11길 25(시흥동),기존주택매입임대,571.92,12,2018-11-30,2019-01-29,2018
1469,매입다가구(서울금천구),서울특별시 금천구 독산로11길 25(시흥동),기존주택매입임대,571.92,12,2018-11-30,2019-01-29,2018
1470,매입다가구(서울금천구),서울특별시 금천구 독산로14길 13(시흥동),기존주택매입임대,479.12,8,1996-12-05,2007-06-30,2006
1471,매입다가구(서울금천구),서울특별시 금천구 독산로24라길 6(시흥동 경남빌),기존주택매입임대,289.26,7,2009-02-05,2011-07-20,2011
1472,매입다가구(서울금천구),서울특별시 금천구 독산로2길 13-6(시흥동),기존주택매입임대,457.16,11,2019-11-29,,2019
1473,매입다가구(서울금천구),서울특별시 금천구 독산로32가길 1(시흥동 오성드림빌),기존주택매입임대,495.96,10,2019-09-02,,2019
1474,매입다가구(서울금천구),서울특별시 금천구 독산로32길 46-29(시흥동),기존주택매입임대,168.57,3,1994-05-02,2009-06-06,2009
1475,매입다가구(서울금천구),서울특별시 금천구 독산로32나길 32-11(시흥동),기존주택매입임대,200.88,3,1995-11-08,2009-06-06,2009
1476,매입다가구(서울금천구),서울특별시 금천구 독산로35길 15-8(시흥동 시흥리치빌),기존주택매입임대,601.02,10,2009-05-21,2011-12-30,2011
1477,매입다가구(서울금천구),서울특별시 금천구 독산로39길 16-12(시흥동),기존주택매입임대,231.18,5,1994-05-02,2007-06-30,2006
1478,매입다가구(서울금천구),서울특별시 금천구 독산로39길 48-2(시흥동),기존주택매입임대,148.62,4,1992-11-12,2009-09-01,2009
1479,매입다가구(서울금천구),서울특별시 금천구 독산로44길 37-2(시흥동),기존주택매입임대,225.18,5,1993-12-01,2007-06-30,2006
1480,매입다가구(서울금천구),서울특별시 금천구 독산로50마길 39-3(시흥동),기존주택매입임대,329.88,8,1991-04-10,2009-01-05,2008
1481,매입다가구(서울금천구),서울특별시 금천구 독산로56길 22(독산동),기존주택매입임대,272.82,5,2003-09-23,2007-06-30,2006
1482,매입다가구(서울금천구),서울특별시 금천구 독산로58가길 35(독산동 디온빌),기존주택매입임대,414.66,8,2014-06-10,2014-09-24,2014
1483,매입다가구(서울금천구),서울특별시 금천구 독산로58가길 42(독산동 그린아트),기존주택매입임대,303.06,6,2008-11-06,2009-01-05,2008
1484,매입다가구(서울금천구),서울특별시 금천구 독산로58가길 68(독산동 성창빌라),기존주택매입임대,58.42,1,1995-06-08,2009-01-05,2008
1485,매입다가구(서울금천구),서울특별시 금천구 독산로58라길 10(독산동),기존주택매입임대,408.4,8,2018-06-14,2018-08-09,2018
1486,매입다가구(서울금천구),서울특별시 금천구 독산로62길 54(독산동),기존주택매입임대,344.68,8,2009-01-16,2009-06-23,2009
1487,매입다가구(서울금천구),서울특별시 금천구 독산로62길 60(독산동),기존주택매입임대,285.55,7,2010-06-16,2010-10-06,2010
1488,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 12(독산동),기존주택매입임대,2049.95,32,2018-11-05,2019-01-15,2018
1489,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동),기존주택매입임대,692.8,22,2017-12-04,2018-01-25,2017
1490,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동),기존주택매입임대,616.79,18,2017-12-04,2018-01-25,2017
1491,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동),기존주택매입임대,636.74,20,2017-12-04,2018-01-25,2017
1492,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동),기존주택매입임대,585.01,16,2017-12-04,2018-01-25,2017
1493,매입다가구(서울금천구),서울특별시 금천구 독산로70길 43-6(독산동),기존주택매입임대,559.12,10,2018-11-26,2019-01-23,2018
1494,매입다가구(서울금천구),서울특별시 금천구 독산로70길 72-3(독산동),기존주택매입임대,199.8,6,1991-09-20,2006-12-31,2005
1495,매입다가구(서울금천구),서울특별시 금천구 독산로70길 90(독산동),기존주택매입임대,295.23,8,2010-06-17,2010-10-06,2010
1496,매입다가구(서울금천구),서울특별시 금천구 독산로70길 91(독산동),기존주택매입임대,534.94,10,2014-04-09,2014-08-14,2014
1497,매입다가구(서울금천구),서울특별시 금천구 독산로70나길 4(독산동),기존주택매입임대,187.94,5,1988-08-09,2006-09-27,2005
1498,매입다가구(서울금천구),서울특별시 금천구 독산로72길 37(독산동),기존주택매입임대,218.38,5,2003-02-04,2007-06-30,2006
1499,매입다가구(서울금천구),서울특별시 금천구 독산로74길 19-8(독산동),기존주택매입임대,253.79,6,1998-08-27,2006-09-25,2005
1500,매입다가구(서울금천구),서울특별시 금천구 독산로74길 24-5(독산동 리치빌),기존주택매입임대,562.65,11,2009-07-02,2009-11-12,2009
1501,매입다가구(서울금천구),서울특별시 금천구 독산로80길 34-9(독산동),기존주택매입임대,169.11,5,1992-12-17,2008-01-25,2007
1502,매입다가구(서울금천구),서울특별시 금천구 독산로82가길 25(독산동),기존주택매입임대,149.58,5,1992-11-02,2006-12-31,2005
1503,매입다가구(서울금천구),서울특별시 금천구 독산로82가길 31(독산동),기존주택매입임대,179.91,5,1994-08-17,2007-06-30,2006
1504,매입다가구(서울금천구),서울특별시 금천구 독산로82길 10(독산동),기존주택매입임대,276.55,7,1992-10-27,2006-09-27,2005
1505,매입다가구(서울금천구),서울특별시 금천구 독산로82길 20-8(독산동 뜰안채),기존주택매입임대,479.36,16,2016-03-11,2016-11-25,2016
1506,매입다가구(서울금천구),서울특별시 금천구 독산로82길 24-12(독산동),기존주택매입임대,196.38,6,1993-06-23,2007-06-30,2006
1507,매입다가구(서울금천구),서울특별시 금천구 독산로8다길 5-6(시흥동 아이빌4차),기존주택매입임대,563.76,12,2019-11-25,,2019
1508,매입다가구(서울금천구),서울특별시 금천구 독산로94길 6(독산동 청산빌라),기존주택매입임대,271.39,5,2008-11-04,2009-11-28,2009
1509,매입다가구(서울금천구),서울특별시 금천구 문성로 6-7(독산동 동은주택),기존주택매입임대,433.39,7,2004-11-25,2007-06-30,2006
1510,매입다가구(서울금천구),서울특별시 금천구 문성로3가길 20(독산동),기존주택매입임대,194.58,6,1991-06-26,2007-06-30,2006
1511,매입다가구(서울금천구),서울특별시 금천구 범안로15길 21(독산동),기존주택매입임대,3489.78,200,2019-07-17,,2019
1512,매입다가구(서울금천구),서울특별시 금천구 시흥대로 133-7(시흥동),기존주택매입임대,441.8,8,1997-09-10,2007-06-30,2006
1513,매입다가구(서울금천구),서울특별시 금천구 시흥대로136길 41(독산동),기존주택매입임대,189.36,5,1993-10-19,2006-12-31,2005
1514,매입다가구(서울금천구),서울특별시 금천구 시흥대로142길 47(독산동 한신아트빌),기존주택매입임대,290.7,5,2006-07-12,2007-06-30,2006
1515,매입다가구(서울금천구),서울특별시 금천구 시흥대로28길 47-7(시흥동),기존주택매입임대,269.82,5,1993-09-21,2006-09-27,2005
1516,매입다가구(서울금천구),서울특별시 금천구 시흥대로39길 55(시흥동 힐스타운홍익빌2),기존주택매입임대,496.02,7,2012-08-08,2014-02-13,2013
1517,매입다가구(서울금천구),서울특별시 금천구 시흥대로39길 55(시흥동 힐스타운홍익빌2),기존주택매입임대,59.9,1,2012-08-08,2016-10-28,2016
1518,매입다가구(서울금천구),서울특별시 금천구 시흥대로40마길 28(시흥동),기존주택매입임대,319.38,8,1993-08-07,2010-08-27,2010
1519,매입다가구(서울금천구),서울특별시 금천구 시흥대로48길 29(시흥동),기존주택매입임대,564.14,10,2018-10-05,2018-12-05,2018
1520,매입다가구(서울금천구),서울특별시 금천구 시흥대로48길 31(시흥동),기존주택매입임대,235.08,9,2018-09-20,2018-12-05,2018
1521,매입다가구(서울금천구),서울특별시 금천구 시흥대로50길 31-4(시흥동),기존주택매입임대,131.5,7,,,2017
1522,매입다가구(서울금천구),서울특별시 금천구 시흥대로50길 31-4(시흥동),기존주택매입임대,258.16,6,1983-08-02,2006-12-31,2005
1523,매입다가구(서울금천구),서울특별시 금천구 시흥대로54길 19(시흥동),기존주택매입임대,316.78,7,1993-10-26,2006-12-31,2005
1524,매입다가구(서울금천구),서울특별시 금천구 시흥대로80길 19-10(독산동 유미빌라트),기존주택매입임대,279.98,7,2007-09-17,2009-06-06,2009
1525,매입다가구(서울금천구),서울특별시 금천구 시흥대로84길 48(독산동 뜰안채),기존주택매입임대,599.6,12,2012-04-19,2012-12-31,2012
1526,매입다가구(서울금천구),서울특별시 금천구 시흥대로94길 39-5(독산동),기존주택매입임대,346.32,8,2019-08-26,2019-12-13,2019
1527,매입다가구(서울금천구),서울특별시 금천구 시흥대로94길 39-7(독산동),기존주택매입임대,346.32,8,2019-08-26,2019-12-13,2019
1528,매입다가구(서울금천구),서울특별시 금천구 시흥대로96길 19(독산동),기존주택매입임대,573.86,10,2019-03-20,2019-07-04,2019
1529,매입다가구(서울금천구),서울특별시 금천구 탑골로3길 46(시흥동 서원하우스 A),기존주택매입임대,510.69,10,2019-07-26,,2020
1530,매입다가구(서울금천구),서울특별시 금천구 탑골로5길 29-1(시흥동),기존주택매입임대,401.75,7,2018-12-03,2019-01-23,2018
1531,매입다가구(서울금천구),서울특별시 금천구 탑골로5길 29-1(시흥동),기존주택매입임대,505.49,10,2018-11-03,2019-01-23,2018
1532,매입다가구(서울영등포구),서울특별시 영등포구 가마산로80가길,기존주택매입임대,162.09,4,1995-06-02,2009-01-17,2008
1533,매입다가구(서울영등포구),서울특별시 영등포구 당산로36길 13-4(당산동4가),기존주택매입임대,425.03,8,1993-11-11,2007-06-30,2006
1534,매입다가구(서울영등포구),서울특별시 영등포구 대림로29다길 10(대림동 장원빌라),기존주택매입임대,177.32,4,1993-09-28,2007-06-30,2006
1535,매입다가구(서울영등포구),서울특별시 영등포구 대림로40길 16(대림동 반야빌),기존주택매입임대,466.59,10,2017-04-24,2017-09-15,2017
1536,매입다가구(서울영등포구),서울특별시 영등포구 도신로 146-3(신길동),기존주택매입임대,443.72,7,1996-12-20,2004-12-31,2004
1537,매입다가구(서울영등포구),서울특별시 영등포구 도신로48길 9-4(신길동),기존주택매입임대,743.15,10,1994-02-24,2007-12-10,2007
1538,매입다가구(서울영등포구),서울특별시 영등포구 도영로 46-1(도림동),기존주택매입임대,213.2,6,1991-07-31,2007-07-20,2007
1539,매입다가구(서울영등포구),서울특별시 영등포구 디지털로64길 15-5(대림동),기존주택매입임대,370.34,7,1997-03-31,2007-06-01,2006
1540,매입다가구(서울영등포구),서울특별시 영등포구 디지털로69가길 7-3(대림동),기존주택매입임대,143.44,4,1992-12-03,2004-12-31,2004
1541,매입다가구(서울영등포구),서울특별시 영등포구 버드나루로17길 2(당산동 훼미리하우스138),기존주택매입임대,147.04,11,2013-02-08,2014-01-29,2013
1542,매입다가구(서울영등포구),서울특별시 영등포구 선유로55길 29-1(양평동4가),기존주택매입임대,194.36,5,1991-01-09,2006-06-05,2005
1543,매입다가구(서울영등포구),서울특별시 영등포구 양평로28마길 16-1(양평동6가),기존주택매입임대,418.02,19,2009-07-16,2009-11-18,2009
1544,매입다가구(서울영등포구),서울특별시 영등포구 양평로28바길 26(양평동6가),기존주택매입임대,389.5,8,2003-11-24,2007-06-30,2006
1545,매입다가구(서울영등포구),서울특별시 영등포구 여의대방로47나길 20-6(신길동),기존주택매입임대,554.28,10,2018-02-20,,2018
1546,매입다가구(서울영등포구),서울특별시 영등포구 영등포로49길 9-14(영등포동2가),기존주택매입임대,2215.0539,90,2017-09-27,2019-12-04,2018
1547,매입다가구(서울영등포구),서울특별시 영등포구 영등포로86길 24(신길동 진영파인빌),기존주택매입임대,574.05,14,2019-12-30,,2020
